pl_name,A AÑOS LUZ DE LA TIERRA,Valor_masa_multiplicador,MAGNITUD ESTELAR,mj_mt,FECHA DE DESCUBRIMIENTO,Tipo_planeta
Kepler-1207 b,5722,3.26,14.595,1,2016,Super Tierra
Kepler-1209 b,1649,2.89,12.554,1,2016,Super Tierra
Kepler-120 b,1268,8.5,14.995,1,2014,Super Tierra
Kepler-120 c,1268,2.96,14.995,1,2014,Super Tierra
Kepler-1210 b,3838,3.53,15.649,1,2016,Super Tierra
Kepler-1213 b,2635,1.81,13.416,1,2016,Super Tierra
Kepler-1215 b,2156,1.98,14.539,1,2016,Super Tierra
Kepler-1216 b,4105,2.51,15.262,1,2016,Super Tierra
Kepler-1217 b,4396,4.62,15.343,1,2016,Super Tierra
Kepler-1218 b,2742,2.67,13.73,1,2016,Super Tierra
Kepler-1220 b,3138,2.92,15.194,1,2016,Super Tierra
Kepler-1221 b,2980,4.19,15.909,1,2016,Super Tierra
Kepler-1223 b,1500,1.98,14.911,1,2016,Super Tierra
Kepler-1224 b,1825,2.33,12.926,1,2016,Super Tierra
Kepler-1225 b,4396,3.97,14.819,1,2016,Super Tierra
Kepler-1226 b,3672,2.7,14.324,1,2016,Super Tierra
Kepler-1228 b,1681,2.99,15.061,1,2016,Super Tierra
Kepler-1229 b,866,2.54,16.124,1,2016,Super Tierra
Kepler-122 f,3352,36,14.403,1,2014,Super Tierra
Kepler-1231 b,3220,2.6,14.808,1,2016,Super Tierra
Kepler-1232 b,2064,4.38,14.97,1,2016,Super Tierra
Kepler-1238 b,5324,4.38,14.919,1,2016,Super Tierra
Kepler-123 c,3333,2.79,14.129,1,2014,Super Tierra
Kepler-1240 b,2812,1.6,14.092,1,2016,Super Tierra
Kepler-1243 b,2473,3.71,14.898,1,2016,Super Tierra
Kepler-1244 b,3509,2.39,12.444,1,2016,Super Tierra
Kepler-1245 b,2629,2.67,15.582,1,2016,Super Tierra
Kepler-1245 c,2629,2.67,15.582,1,2016,Super Tierra
Kepler-1246 b,1424,2.42,15.27,1,2016,Super Tierra
Kepler-1248 b,1934,1.76,12.9,1,2016,Super Tierra
Kepler-124 c,1370,3.71,14.4,1,2014,Super Tierra
Kepler-124 d,1370,1.41,14.4,1,2014,Super Tierra
Kepler-1250 b,6938,4.35,15.693,1,2016,Super Tierra
Kepler-1251 b,2943,4.04,15.024,1,2016,Super Tierra
Kepler-1252 b,2117,3.43,14.743,1,2016,Super Tierra
Kepler-1253 b,1678,2.33,12.588,1,2016,Super Tierra
Kepler-1254 b,2032,3.02,15.541,1,2016,Super Tierra
Kepler-1254 c,2032,2.24,15.541,1,2016,Super Tierra
Kepler-1254 d,2032,2.27,15.541,1,2016,Super Tierra
Kepler-1256 b,2907,2.83,13.685,1,2016,Super Tierra
Kepler-1257 b,3608,2.92,15.644,1,2016,Super Tierra
Kepler-1259 b,2628,2.63,15.556,1,2016,Super Tierra
Kepler-1260 b,5658,3.78,14.953,1,2016,Super Tierra
Kepler-1262 b,3441,3.97,15.155,1,2016,Super Tierra
Kepler-1263 b,2169,1.55,15.173,1,2016,Super Tierra
Kepler-1264 b,2616,1.76,14.629,1,2016,Super Tierra
Kepler-1265 b,1904,2.39,16.024,1,2016,Super Tierra
Kepler-1268 b,6005,4.78,15.484,1,2016,Super Tierra
Kepler-1269 b,3579,3.29,13.658,1,2016,Super Tierra
Kepler-126 b,774,2.92,10.505,1,2014,Super Tierra
Kepler-126 c,774,3.12,10.505,1,2014,Super Tierra
Kepler-1271 b,2714,2.79,14.075,1,2016,Super Tierra
Kepler-1274 b,2005,2.6,11.717,1,2016,Super Tierra
Kepler-1275 b,3764,2.79,14.595,1,2016,Super Tierra
Kepler-1276 b,1757,1.81,12.992,1,2016,Super Tierra
Kepler-1277 b,1818,3.19,14.306,1,2016,Super Tierra
Kepler-1278 b,2901,1.01,13.782,1,2016,Super Tierra
Kepler-1279 b,4874,3.71,14.137,1,2016,Super Tierra
Kepler-127 b,1151,2.54,11.746,1,2014,Super Tierra
Kepler-1280 b,4850,4.16,14.196,1,2016,Super Tierra
Kepler-1281 b,3556,3.33,15.961,1,2016,Super Tierra
Kepler-1282 b,3599,3.02,15.707,1,2016,Super Tierra
Kepler-1283 b,9532,4.31,15.269,1,2016,Super Tierra
Kepler-1284 b,2878,1.92,15.912,1,2016,Super Tierra
Kepler-1287 b,3273,2.99,15.216,1,2016,Super Tierra
Kepler-1288 b,2656,1.46,13.199,1,2016,Super Tierra
Kepler-1289 b,3437,2.92,14.732,1,2016,Super Tierra
Kepler-128 b,1293,0.77,11.693,1,2013,Super Tierra
Kepler-128 c,1293,0.9,11.693,1,2013,Super Tierra
Kepler-1290 b,5199,2.6,15.871,1,2016,Super Tierra
Kepler-1291 b,2927,3.39,16.261,1,2016,Super Tierra
Kepler-1292 b,4872,3.97,16.337,1,2016,Super Tierra
Kepler-1295 b,3831,3.02,16.227,1,2016,Super Tierra
Kepler-1298 b,1775,2.27,11.388,1,2016,Super Tierra
Kepler-129 b,1334,20,11.809,1,2014,Super Tierra
Kepler-1300 b,2535,2.45,12.861,1,2016,Super Tierra
Kepler-1301 b,2787,2.54,15.656,1,2016,Super Tierra
Kepler-1302 b,2070,2.63,15.172,1,2016,Super Tierra
Kepler-1303 b,2929,2.6,14.854,1,2016,Super Tierra
Kepler-1305 b,5138,4.19,15.834,1,2016,Super Tierra
Kepler-1306 b,3613,4.31,15.353,1,2016,Super Tierra
Kepler-130 b,1033,1.04,11.572,1,2014,Super Tierra
Kepler-130 d,1033,3.33,11.572,1,2014,Super Tierra
Kepler-1310 b,1857,2.67,14.346,1,2016,Super Tierra
Kepler-1311 b,2826,2.07,13.528,1,2016,Super Tierra
Kepler-1311 c,2826,1.98,13.528,1,2016,Super Tierra
Kepler-1313 b,568,3.75,12.363,1,2016,Super Tierra
Kepler-1315 b,1569,2.48,15.133,1,2016,Super Tierra
Kepler-1317 b,2376,3.05,15.083,1,2016,Super Tierra
Kepler-1319 b,339,2.36,15.161,1,2016,Super Tierra
Kepler-131 b,746,16.13,11.493,1,2014,Super Tierra
Kepler-131 c,746,8.25,11.493,1,2014,Super Tierra
Kepler-1320 b,2112,3.53,15.936,1,2016,Super Tierra
Kepler-1322 b,4405,3.22,15.876,1,2016,Super Tierra
Kepler-1323 b,1518,2.92,12.444,1,2016,Super Tierra
Kepler-1324 b,1571,2.89,15.554,1,2016,Super Tierra
Kepler-1327 b,2212,3.89,13.966,1,2016,Super Tierra
Kepler-132 b,1140,1.92,11.922,1,2014,Super Tierra
Kepler-132 c,1140,2.18,11.922,1,2014,Super Tierra
Kepler-132 d,1140,3.02,11.922,1,2014,Super Tierra
Kepler-132 e,1140,1.76,11.922,1,2016,Super Tierra
Kepler-1330 b,5612,3.36,15.076,1,2016,Super Tierra
Kepler-1331 b,1041,1.16,15.58,1,2016,Super Tierra
Kepler-1332 b,1725,2.45,13.975,1,2016,Super Tierra
Kepler-1335 b,2028,2.7,15.248,1,2016,Super Tierra
Kepler-1336 b,3675,4.58,14.264,1,2016,Super Tierra
Kepler-1336 c,3675,3.57,14.264,1,2016,Super Tierra
Kepler-133 b,2132,3.75,12.896,1,2014,Super Tierra
Kepler-1340 b,3203,3.02,15.003,1,2016,Super Tierra
Kepler-1342 b,2906,3.39,15.726,1,2016,Super Tierra
Kepler-1343 b,5730,4.38,15.617,1,2016,Super Tierra
Kepler-1344 b,2786,4.04,14.192,1,2016,Super Tierra
Kepler-1346 b,2752,3.12,14.625,1,2016,Super Tierra
Kepler-1347 b,1047,1.08,13.557,1,2016,Super Tierra
Kepler-1348 b,3959,4.42,14.871,1,2016,Super Tierra
Kepler-134 b,1092,4.66,12.318,1,2014,Super Tierra
Kepler-134 c,1092,2.13,12.318,1,2014,Super Tierra
Kepler-1350 c,1111,3.64,16.577,1,2016,Super Tierra
Kepler-1353 b,1936,3.89,15.734,1,2016,Super Tierra
Kepler-1355 b,2973,2.73,15.595,1,2016,Super Tierra
Kepler-1356 b,2757,2.96,15.887,1,2016,Super Tierra
Kepler-1357 b,3313,2.18,15.322,1,2016,Super Tierra
Kepler-1358 b,1784,1.46,14.693,1,2016,Super Tierra
Kepler-135 b,2028,3.93,12.794,1,2014,Super Tierra
Kepler-135 c,2028,1.65,12.794,1,2014,Super Tierra
Kepler-1363 b,1767,2.1,15.454,1,2016,Super Tierra
Kepler-1366 b,1520,2.63,16.685,1,2016,Super Tierra
Kepler-1368 b,5336,3.36,15.914,1,2016,Super Tierra
Kepler-136 b,1373,19.8,11.822,1,2014,Super Tierra
Kepler-136 c,1373,4.62,11.822,1,2014,Super Tierra
Kepler-1370 b,3275,4.04,13.718,1,2016,Super Tierra
Kepler-1370 c,3275,2.15,13.718,1,2016,Super Tierra
Kepler-1372 b,4251,2.15,15.667,1,2016,Super Tierra
Kepler-1373 b,5544,1.65,14.328,1,2016,Super Tierra
Kepler-1375 b,4667,3.68,13.864,1,2016,Super Tierra
Kepler-1376 b,2832,1.16,14.792,1,2016,Super Tierra
Kepler-1377 b,3739,2.1,15.857,1,2016,Super Tierra
Kepler-1379 b,3168,2.24,16.107,1,2016,Super Tierra
Kepler-137 b,988,2.76,13.063,1,2014,Super Tierra
Kepler-137 c,988,4.19,13.063,1,2014,Super Tierra
Kepler-1380 b,8034,2.63,15.816,1,2016,Super Tierra
Kepler-1382 b,2408,4.19,12.857,1,2016,Super Tierra
Kepler-1383 b,3351,2.57,13.832,1,2016,Super Tierra
Kepler-1384 b,2016,4.42,157.578,1,2016,Super Tierra
Kepler-1386 b,2727,2.07,14.597,1,2016,Super Tierra
Kepler-1389 b,1622,3.78,14.896,1,2016,Super Tierra
Kepler-138 c,218,1.97,13.04,1,2014,Super Tierra
Kepler-138 d,218,0.64,13.04,1,2014,Super Tierra
Kepler-1390 b,2360,1.76,14.558,1,2016,Super Tierra
Kepler-1391 b,3387,3.46,13.906,1,2016,Super Tierra
Kepler-1392 b,3644,4.5,15.963,1,2016,Super Tierra
Kepler-1394 b,2089,2.51,11.714,1,2016,Super Tierra
Kepler-1396 b,3479,4.94,14.691,1,2016,Super Tierra
Kepler-1397 b,3909,3.61,14.324,1,2016,Super Tierra
Kepler-1398 c,2780,1.08,13.752,1,2016,Super Tierra
Kepler-1399 b,4520,2.1,15.572,1,2016,Super Tierra
Kepler-1400 b,2454,3.26,16.067,1,2016,Super Tierra
Kepler-1401 b,4650,3.46,15.224,1,2016,Super Tierra
Kepler-1404 b,3139,4.7,15.931,1,2016,Super Tierra
Kepler-1406 b,1867,1.37,13.39,1,2016,Super Tierra
Kepler-1409 b,2267,1.12,15.391,1,2016,Super Tierra
Kepler-140 b,1905,3.22,13.018,1,2014,Super Tierra
Kepler-140 c,1905,3.89,13.018,1,2014,Super Tierra
Kepler-1410 b,1197,3.82,16.319,1,2016,Super Tierra
Kepler-1413 b,3808,3.97,16.473,1,2016,Super Tierra
Kepler-1414 b,1862,2.04,14.989,1,2016,Super Tierra
Kepler-1415 b,3404,2.21,15.937,1,2016,Super Tierra
Kepler-1418 b,1628,3.39,15.461,1,2016,Super Tierra
Kepler-141 c,982,2.57,13.624,1,2014,Super Tierra
Kepler-1420 b,3439,2.18,15.894,1,2016,Super Tierra
Kepler-1422 b,8044,4.74,15.741,1,2016,Super Tierra
Kepler-1423 b,1465,1.2,14.721,1,2016,Super Tierra
Kepler-1424 b,2158,1.65,13.756,1,2016,Super Tierra
Kepler-1426 b,5538,3.05,15.464,1,2016,Super Tierra
Kepler-1427 b,3980,1.37,15.601,1,2016,Super Tierra
Kepler-1428 b,4992,3.33,13.759,1,2016,Super Tierra
Kepler-1429 b,3960,2.21,15.053,1,2016,Super Tierra
Kepler-142 b,1790,4.62,13.277,1,2014,Super Tierra
Kepler-1430 b,2856,1.76,15.567,1,2016,Super Tierra
Kepler-1431 b,5295,2.76,15.4,1,2016,Super Tierra
Kepler-1433 b,4332,3.05,15.051,1,2016,Super Tierra
Kepler-1434 b,2530,1.41,12.198,1,2016,Super Tierra
Kepler-1436 b,8255,2.27,15.119,1,2016,Super Tierra
Kepler-1437 b,6856,2.45,15.701,1,2016,Super Tierra
Kepler-1439 b,735,2.73,170.484,1,2016,Super Tierra
Kepler-1440 b,3638,2.13,14.24,1,2016,Super Tierra
Kepler-1441 b,3622,2.27,14.29,1,2016,Super Tierra
Kepler-1448 b,2508,3.22,14.592,1,2016,Super Tierra
Kepler-1449 b,6545,3.46,15.142,1,2016,Super Tierra
Kepler-144 b,1256,2.33,12.195,1,2014,Super Tierra
Kepler-144 c,1256,2.39,12.195,1,2014,Super Tierra
Kepler-1450 b,1650,3.57,15.923,1,2016,Super Tierra
Kepler-1454 b,2546,4.19,15.009,1,2016,Super Tierra
Kepler-1456 b,1208,1.55,15.777,1,2016,Super Tierra
Kepler-1457 b,2903,4.62,14.066,1,2016,Super Tierra
Kepler-1459 b,1486,2.42,14.893,1,2016,Super Tierra
Kepler-1460 b,1805,4.5,16.166,1,2016,Super Tierra
Kepler-1461 b,2215,4.78,15.828,1,2016,Super Tierra
Kepler-1463 b,5505,4.12,15.905,1,2016,Super Tierra
Kepler-1464 b,3757,3.39,14.358,1,2016,Super Tierra
Kepler-1465 b,1173,3.78,14.724,1,2016,Super Tierra
Kepler-1466 b,2061,3.02,14.026,1,2016,Super Tierra
Kepler-1468 b,6195,3.64,15.111,1,2016,Super Tierra
Kepler-1468 c,6195,1.6,15.111,1,2016,Super Tierra
Kepler-1470 b,1927,1.24,15.252,1,2016,Super Tierra
Kepler-1471 b,3192,2.57,15.421,1,2016,Super Tierra
Kepler-1472 b,4825,4.27,14.666,1,2016,Super Tierra
Kepler-1473 b,2128,1.81,13.486,1,2016,Super Tierra
Kepler-1476 b,3271,3.43,15.574,1,2016,Super Tierra
Kepler-1477 b,2221,1.76,14.72,1,2016,Super Tierra
Kepler-1478 b,6020,3.64,15.409,1,2016,Super Tierra
Kepler-1479 b,2377,4.01,13.914,1,2016,Super Tierra
Kepler-147 b,3399,2.96,14.134,1,2014,Super Tierra
Kepler-1480 b,1634,3.43,14.703,1,2016,Super Tierra
Kepler-1481 b,1498,2.04,14.929,1,2016,Super Tierra
Kepler-1482 b,1851,1.01,13.967,1,2016,Super Tierra
Kepler-1483 b,4155,2.92,14.52,1,2016,Super Tierra
Kepler-1485 b,2008,2.76,13.411,1,2016,Super Tierra
Kepler-1488 b,2955,4.12,13.146,1,2016,Super Tierra
Kepler-1489 b,4185,3.78,14.983,1,2016,Super Tierra
Kepler-148 b,2581,3.89,15.398,1,2014,Super Tierra
Kepler-1491 b,6738,2.89,15.796,1,2016,Super Tierra
Kepler-1492 b,1082,2.83,14.689,1,2016,Super Tierra
Kepler-1493 b,1811,2.57,137.192,1,2016,Super Tierra
Kepler-1497 b,3660,3.39,15.707,1,2016,Super Tierra
Kepler-1498 b,2414,2.33,15.352,1,2016,Super Tierra
Kepler-1499 b,1011,1.81,13.676,1,2016,Super Tierra
Kepler-149 c,1863,3.22,14.152,1,2014,Super Tierra
Kepler-1500 b,3973,1.87,14.728,1,2016,Super Tierra
Kepler-1501 b,2443,3.05,13.683,1,2016,Super Tierra
Kepler-1506 b,7718,2.3,15.836,1,2016,Super Tierra
Kepler-1508 b,4111,2.33,14.561,1,2016,Super Tierra
Kepler-1509 b,6534,4.08,15.455,1,2016,Super Tierra
Kepler-150 b,2907,2.1,15.161,1,2014,Super Tierra
Kepler-1511 b,4813,3.46,13.564,1,2016,Super Tierra
Kepler-1512 b,528,1.76,13.451,1,2016,Super Tierra
Kepler-1514 c,1296,1.74,11.766,1,2020,Super Tierra
Kepler-1516 b,4433,3.71,14.65,1,2016,Super Tierra
Kepler-151 c,2120,5.02,14.957,1,2014,Super Tierra
Kepler-1522 b,2656,3.64,14.357,1,2016,Super Tierra
Kepler-1523 b,2824,3.12,14.993,1,2016,Super Tierra
Kepler-1528 b,2667,2.73,14.576,1,2016,Super Tierra
Kepler-1530 b,1598,3.33,14.15,1,2016,Super Tierra
Kepler-1530 c,1598,3.36,14.15,1,2016,Super Tierra
Kepler-1531 b,2174,1.41,13.202,1,2016,Super Tierra
Kepler-1532 b,2604,2.39,15.293,1,2016,Super Tierra
Kepler-1534 b,3611,4.23,16.429,1,2016,Super Tierra
Kepler-1537 b,1687,1.76,14.827,1,2016,Super Tierra
Kepler-1541 b,1359,1.65,13.944,1,2016,Super Tierra
Kepler-1544 b,1093,3.82,14.287,1,2016,Super Tierra
Kepler-154 e,2985,2.86,14.646,1,2016,Super Tierra
Kepler-154 f,2985,2.86,14.646,1,2016,Super Tierra
Kepler-1553 b,2259,1.6,15.251,1,2016,Super Tierra
Kepler-1555 b,6567,3.22,15.425,1,2016,Super Tierra
Kepler-1556 b,3081,4.5,15.651,1,2016,Super Tierra
Kepler-1557 b,4502,2.96,15.383,1,2016,Super Tierra
Kepler-155 b,957,5.02,14.654,1,2014,Super Tierra
Kepler-1561 b,2737,1.32,14.734,1,2016,Super Tierra
Kepler-1564 b,2965,2.76,15.124,1,2016,Super Tierra
Kepler-1565 b,2055,1.81,15.381,1,2016,Super Tierra
Kepler-1568 b,2989,2.24,14.138,1,2016,Super Tierra
Kepler-1569 b,3084,3.46,14.123,1,2016,Super Tierra
Kepler-1570 b,2998,1.24,14.242,1,2016,Super Tierra
Kepler-1571 b,2203,2.92,13.975,1,2016,Super Tierra
Kepler-1573 b,4747,1.87,15.304,1,2016,Super Tierra
Kepler-1574 b,4515,2.21,15.188,1,2016,Super Tierra
Kepler-1575 b,4067,2.27,15.53,1,2016,Super Tierra
Kepler-1576 b,1503,1.12,13.439,1,2016,Super Tierra
Kepler-1577 b,1664,1.51,15.228,1,2016,Super Tierra
Kepler-1578 b,3471,1.12,15.585,1,2016,Super Tierra
Kepler-157 b,2524,2.3,14.206,1,2014,Super Tierra
Kepler-157 d,2524,2.73,14.206,1,2016,Super Tierra
Kepler-1582 b,257,2.83,17.96,1,2016,Super Tierra
Kepler-1584 b,4620,3.22,15.105,1,2016,Super Tierra
Kepler-1585 b,3081,3.86,16.326,1,2016,Super Tierra
Kepler-1586 b,1802,2.92,13.278,1,2016,Super Tierra
Kepler-1587 b,3348,2.33,14.166,1,2016,Super Tierra
Kepler-1589 b,4936,1.32,15.074,1,2016,Super Tierra
Kepler-158 c,1028,4.27,14.743,1,2014,Super Tierra
Kepler-1590 b,2515,1.55,14.186,1,2016,Super Tierra
Kepler-1591 b,4631,2.15,14.846,1,2016,Super Tierra
Kepler-1592 b,5348,2.99,14.94,1,2016,Super Tierra
Kepler-1594 b,317.837,1.2,14.951,1,2016,Super Tierra
Kepler-1595 b,2756,2.04,15.508,1,2016,Super Tierra
Kepler-1596 b,7001,4.27,15.632,1,2016,Super Tierra
Kepler-1597 b,3983,1.2,14.257,1,2016,Super Tierra
Kepler-1599 b,4333,3.26,14.97,1,2016,Super Tierra
Kepler-1602 b,2054,2.36,13.362,1,2016,Super Tierra
Kepler-1603 b,8848,2.21,15.397,1,2016,Super Tierra
Kepler-1604 b,1765,2.57,15.224,1,2016,Super Tierra
Kepler-1605 b,1782,1.28,12.592,1,2016,Super Tierra
Kepler-1606 b,2712,4.94,15.396,1,2016,Super Tierra
Kepler-1608 b,2714,3.64,16.265,1,2016,Super Tierra
Kepler-160 b,3057,3.59,14.816,1,2014,Super Tierra
Kepler-1610 b,2819,3.22,16.077,1,2016,Super Tierra
Kepler-1612 b,2495,1.08,14.936,1,2016,Super Tierra
Kepler-1613 b,4920,4.98,14.192,1,2016,Super Tierra
Kepler-1614 b,3886,2.83,16.01,1,2016,Super Tierra
Kepler-1615 b,4547,4.9,14.603,1,2016,Super Tierra
Kepler-1616 b,3712,1.04,13.491,1,2016,Super Tierra
Kepler-1617 b,2930,1.87,13.811,1,2016,Super Tierra
Kepler-1618 b,4010,2.13,13.672,1,2016,Super Tierra
Kepler-161 b,1418,12.1,14.406,1,2014,Super Tierra
Kepler-161 c,1418,11.8,14.406,1,2014,Super Tierra
Kepler-1620 b,2920,3.22,13.69,1,2016,Super Tierra
Kepler-1622 b,2598,2.76,13.437,1,2016,Super Tierra
Kepler-1623 b,2732,2.27,15.205,1,2016,Super Tierra
Kepler-1626 b,4465,4.74,14.357,1,2016,Super Tierra
Kepler-162 b,2791,2.13,14.351,1,2014,Super Tierra
Kepler-1631 b,4260,2.39,15.673,1,2016,Super Tierra
Kepler-1633 b,3637,3.12,13.516,1,2016,Super Tierra
Kepler-1638 b,4976,4.16,14.769,1,2016,Super Tierra
Kepler-163 b,2250,1.16,14.467,1,2014,Super Tierra
Kepler-1644 b,2053,4.19,14.397,1,2016,Super Tierra
Kepler-1645 b,3922,3.82,14.566,1,2016,Super Tierra
Kepler-1646 b,416,2.04,168.419,1,2016,Super Tierra
Kepler-1649 b,301,1.03,17.95,1,2017,Super Tierra
Kepler-1649 c,301,1.2,17.95,1,2020,Super Tierra
Kepler-164 b,2906,2.57,14.379,1,2014,Super Tierra
Kepler-1651 b,217,4.04,13.86,1,2017,Super Tierra
Kepler-1652 b,822,3.19,16.86,1,2017,Super Tierra
Kepler-166 d,1969,3.64,14.857,1,2016,Super Tierra
Kepler-1671 b,1165,2.32,13.439,1,2020,Super Tierra
Kepler-1679 b,2966,4.93,15.327,1,2020,Super Tierra
Kepler-167 b,1115,3.24,14.284,1,2014,Super Tierra
Kepler-167 c,1115,3.01,14.284,1,2014,Super Tierra
Kepler-167 d,1115,1.83,14.284,1,2016,Super Tierra
Kepler-1680 b,1012,2.42,13.85,1,2020,Super Tierra
Kepler-1683 b,2392,4.17,14.962,1,2020,Super Tierra
Kepler-1686 b,2381,2.62,13.661,1,2020,Super Tierra
Kepler-1687 b,1360,3.38,15.928,1,2020,Super Tierra
Kepler-1688 b,1851,2.13,14.142,1,2020,Super Tierra
Kepler-168 b,4383,2.73,14.842,1,2014,Super Tierra
Kepler-1691 b,4135,4.02,14.893,1,2020,Super Tierra
Kepler-1692 b,1928,1.42,14.674,1,2020,Super Tierra
Kepler-1693 b,2479,2.21,14.857,1,2020,Super Tierra
Kepler-1694 b,1674,1.76,14.901,1,2020,Super Tierra
Kepler-1695 b,2581,1.46,14.762,1,2020,Super Tierra
Kepler-1697 b,808,2.12,13.556,1,2020,Super Tierra
Kepler-1698 b,725,1.25,13.054,1,2020,Super Tierra
Kepler-1699 b,2671,3.08,14.836,1,2020,Super Tierra
Kepler-169 b,1326,1.51,14.424,1,2014,Super Tierra
Kepler-169 c,1326,1.92,14.424,1,2014,Super Tierra
Kepler-169 d,1326,2.1,14.424,1,2014,Super Tierra
Kepler-1702 b,2796,3.2,16.231,1,2020,Super Tierra
Kepler-171 d,2818,4.23,15.101,1,2014,Super Tierra
Kepler-173 b,2718,2.21,14.357,1,2014,Super Tierra
Kepler-174 b,1255,4.5,14.53,1,2014,Super Tierra
Kepler-174 c,1255,2.83,14.53,1,2014,Super Tierra
Kepler-176 b,1720,2.63,14.767,1,2014,Super Tierra
Kepler-176 d,1720,15.2,14.767,1,2014,Super Tierra
Kepler-176 e,1720,2.7,14.767,1,2016,Super Tierra
Kepler-179 b,1976,3.33,14.772,1,2014,Super Tierra
Kepler-179 c,1976,4.66,14.772,1,2014,Super Tierra
Kepler-180 b,2269,2.86,14.488,1,2014,Super Tierra
Kepler-181 b,1987,2.15,14.854,1,2014,Super Tierra
Kepler-181 c,1987,4.62,14.854,1,2014,Super Tierra
Kepler-183 b,3427,4.9,14.993,1,2014,Super Tierra
Kepler-183 c,3427,35.7,14.993,1,2014,Super Tierra
Kepler-184 c,1991,8.8,14.42,1,2014,Super Tierra
Kepler-185 b,1522,1.71,14.562,1,2014,Super Tierra
Kepler-185 c,1522,4.74,14.562,1,2014,Super Tierra
Kepler-186 b,579,1.24,15.138,1,2014,Super Tierra
Kepler-186 c,579,2.1,15.138,1,2014,Super Tierra
Kepler-186 d,579,2.54,15.138,1,2014,Super Tierra
Kepler-186 e,579,2.15,15.138,1,2014,Super Tierra
Kepler-186 f,579,1.71,15.138,1,2014,Super Tierra
Kepler-187 b,3728,2.57,14.297,1,2014,Super Tierra
Kepler-188 b,3159,3.46,14.719,1,2014,Super Tierra
Kepler-189 b,1930,1.92,14.971,1,2014,Super Tierra
Kepler-189 c,1930,22.7,14.971,1,2014,Super Tierra
Kepler-18 b,1413,6.9,13.771,1,2011,Super Tierra
Kepler-190 b,1414,3.05,14.336,1,2014,Super Tierra
Kepler-190 c,1414,2.73,14.336,1,2014,Super Tierra
Kepler-191 b,1939,2.36,14.987,1,2014,Super Tierra
Kepler-191 c,1939,4.12,14.987,1,2014,Super Tierra
Kepler-192 d,2126,1.04,14.308,1,2016,Super Tierra
Kepler-194 b,3582,2.89,14.969,1,2014,Super Tierra
Kepler-195 b,2127,4.78,14.863,1,2014,Super Tierra
Kepler-195 c,2127,3.02,14.863,1,2014,Super Tierra
Kepler-196 b,1472,4.27,14.239,1,2014,Super Tierra
Kepler-197 b,1078,1.04,11.775,1,2014,Super Tierra
Kepler-197 c,1078,5.3,11.775,1,2014,Super Tierra
Kepler-197 d,1078,1.98,11.775,1,2014,Super Tierra
Kepler-198 d,1616,2.96,13.684,1,2016,Super Tierra
Kepler-19 b,713,8.4,12.035,1,2011,Super Tierra
Kepler-200 c,2172,3.15,13.932,1,2014,Super Tierra
Kepler-202 b,930,3.29,14.178,1,2014,Super Tierra
Kepler-202 c,930,4.08,14.178,1,2014,Super Tierra
Kepler-203 c,2294,2.36,14.14,1,2014,Super Tierra
Kepler-203 d,2294,33.9,14.14,1,2014,Super Tierra
Kepler-204 c,2240,3.86,13.977,1,2014,Super Tierra
Kepler-205 b,521,2.89,13.779,1,2014,Super Tierra
Kepler-205 c,521,3.33,13.779,1,2014,Super Tierra
Kepler-206 b,1939,1.87,13.507,1,2014,Super Tierra
Kepler-206 c,1939,3.78,13.507,1,2014,Super Tierra
Kepler-206 d,1939,1.81,13.507,1,2014,Super Tierra
Kepler-207 b,2856,3.09,13.164,1,2014,Super Tierra
Kepler-207 c,2856,2.86,13.164,1,2014,Super Tierra
Kepler-208 b,2529,3.29,13.561,1,2014,Super Tierra
Kepler-208 c,2529,2.51,13.561,1,2014,Super Tierra
Kepler-208 d,2529,1.87,13.561,1,2014,Super Tierra
Kepler-208 e,2529,2.79,13.561,1,2014,Super Tierra
Kepler-20 b,922,9.7,12.61,1,2011,Super Tierra
Kepler-20 f,922,14.3,12.61,1,2011,Super Tierra
Kepler-211 b,1009,2.13,13.448,1,2014,Super Tierra
Kepler-211 c,1009,18.3,13.448,1,2014,Super Tierra
Kepler-212 b,2242,1.32,13.129,1,2014,Super Tierra
Kepler-213 b,2071,3.26,13.705,1,2014,Super Tierra
Kepler-215 b,1585,3.26,13.678,1,2014,Super Tierra
Kepler-215 c,1585,3.78,13.678,1,2014,Super Tierra
Kepler-215 d,1585,23.6,13.678,1,2014,Super Tierra
Kepler-215 e,1585,3.71,13.678,1,2014,Super Tierra
Kepler-217 c,3603,4.08,13.155,1,2014,Super Tierra
Kepler-217 d,3603,2.3,13.155,1,2016,Super Tierra
Kepler-218 b,2141,2.79,14.035,1,2014,Super Tierra
Kepler-219 d,2567,19.1,13.823,1,2014,Super Tierra
Kepler-21 b,354,5.08,8.25,1,2012,Super Tierra
Kepler-220 c,558,3.09,13.049,1,2014,Super Tierra
Kepler-220 e,558,2.33,13.049,1,2014,Super Tierra
Kepler-221 b,1257,3.57,13.97,1,2014,Super Tierra
Kepler-221 c,1257,15.1,13.97,1,2014,Super Tierra
Kepler-224 b,2551,2.51,15.801,1,2014,Super Tierra
Kepler-224 e,2551,4.54,15.801,1,2014,Super Tierra
Kepler-225 b,1830,1.87,16.294,1,2014,Super Tierra
Kepler-225 c,1830,4.04,16.294,1,2014,Super Tierra
Kepler-226 b,3197,24,15.563,1,2014,Super Tierra
